wyear,wymon,calyear,calmon,stor,rch,run,aet,cwd,tmax,tmin,ppt,pet,exc
1927,7,1927,4,98.730003357,0,0,72.919998169,51.779998779,24.38999939,6.3299999237,31.549999237,124.80999756,\N
1927,8,1927,5,92.970001221,0,0,8.9600000381,146.78999329,22.510000229,7.8200001717,3.1199998856,155.77000427,\N
1927,9,1927,6,92.940002441,0,0,0.3300000131,162.52000427,19.319999695,9.7399997711,0.3000000119,162.80999756,\N
1927,10,1927,7,92.940002441,0,0,0.0199999996,179.57000732,20.739999771,11.779999733,0.0199999996,179.52999878,\N
1927,11,1927,8,92.940002441,0,0,0.3199999928,162.25999451,21.879999161,11.5,0.3199999928,162.50999451,\N
1927,12,1927,9,92.940002441,0,0,1.3999999762,125.83000183,24.239999771,10.359999657,1.3799999952,127.19000244,\N
1928,1,1927,10,92.949996948,0,0,71.650001526,30.219999313,25.75,10.340000153,71.480003357,101.80000305,\N
1928,2,1927,11,93.069999695,0,0,41.169998169,27.170000076,23.190000534,8.8400001526,40.880001068,68.319999695,\N
1928,3,1927,12,127.66000366,6.3499999046,0.0500000007,49.619998932,0,16.129999161,4.6599998474,91.059997559,50.200000763,\N
1928,4,1928,1,93.550003052,0,0,37.509998322,18.450000763,16.25,4.7699999809,3.4100000858,56.490001678,\N
1928,5,1928,2,104.97000122,1.8300000429,0.0700000003,64.330001831,1.7300000191,16.86000061,6.75,77.470001221,66.300003052,\N
1928,6,1928,3,98.069999695,0.1700000018,0,85.069999695,17.069999695,24.590000153,5.8200001717,77.86000061,102.16999817,\N
1928,7,1928,4,92.940002441,0,0,14.800000191,115.01000214,22.670000076,7.2199997902,9.5399999619,129.8500061,\N
1928,8,1928,5,92.940002441,0,0,18.290000916,139.17999268,22.659999847,10.539999962,18.079999924,157.46000671,\N
1928,9,1928,6,92.940002441,0,0,1.25,163.30000305,22.090000153,10.659999847,1.2200000286,164.50999451,\N
1928,10,1928,7,92.940002441,0,0,0,175.5,17.290000916,10.979999542,0,175.47000122,\N
1928,11,1928,8,92.940002441,0,0,0,163.05000305,21.430000305,12.260000229,0,162.99000549,\N
1928,12,1928,9,92.940002441,0,0,0.6700000167,130.13000488,26.659999847,10.949999809,0.6499999762,130.71000671,\N
1929,1,1928,10,92.940002441,0,0,6.0799999237,92.209999084,25.309999466,8.3900003433,6.0500001907,98.25,\N
1929,2,1928,11,94.019996643,0,0,58.959999084,7.4299998283,21.559999466,6.5999999046,59.840000153,66.419998169,\N
1929,3,1928,12,129.47000122,15.239999771,2.5099999905,50.680000305,0,18.079999924,4.3600001335,103.55999756,51.229999542,\N
1929,4,1929,1,123.86000061,1,0,51.599998474,0,18.989999771,4.3000001907,48.150001526,53.090000153,\N
1929,5,1929,2,116.65000153,5.4800000191,0.150000006,58.479999542,1.5800000429,20.770000458,5.4299998283,58.069999695,62.25,\N
1929,6,1929,3,102.51999664,0.6399999857,0,78.080001831,18.170000076,26.309999466,7.8800001144,64.510002136,96.910003662,\N
1929,7,1929,4,94.209999084,0.0399999991,0,59.689998627,62.040000916,26.459999084,5.5999999046,51.099998474,122.13999939,\N
1929,8,1929,5,92.940002441,0,0,1.8500000238,152.80000305,25.38999939,8.1000003815,0.5699999928,154.61999512,\N
1929,9,1929,6,92.940002441,0,0,4.8400001526,163.3999939,18.159999847,10.279999733,4.8400001526,168.21000671,\N
1929,10,1929,7,92.940002441,0,0,0,180.80999756,19.350000381,12.590000153,0,180.77999878,\N
1929,11,1929,8,92.940002441,0,0,0.0799999982,171.30000305,24.280000687,14.140000343,0.0700000003,171.25999451,\N
1929,12,1929,9,92.940002441,0,0,5.5799999237,125.59999847,25.549999237,12.380000114,5.5300002098,131.08999634,\N
1930,1,1929,10,92.940002441,0,0,1.8200000525,102.29000092,29.379999161,10.649999619,1.7799999714,104.04000092,\N
1930,2,1929,11,92.940002441,0,0,0,67.959999084,22.190000534,6.0199999809,0,68.019996643,\N
1930,3,1929,12,92.940002441,0,0,1.4800000191,53.560001373,21.86000061,6.8899998665,1.4700000286,55.009998322,\N
1930,4,1930,1,148.1000061,32.619998932,21.790000916,52.88999939,0,15.979999542,3.5599999428,161.61000061,53.13999939,\N
1930,5,1930,2,118.08000183,0,0,66.019996643,2.4200000763,16.36000061,3.2899999619,35.790000916,68.519996643,\N
1930,6,1930,3,135.16000366,15.5,4.6900000572,98.550003052,0.150000006,26.870000839,5.0500001907,134.36000061,98.849998474,\N
1930,7,1930,4,93.059997559,0,0,58.909999847,74.019996643,26.079999924,8.3699998856,16.75,132.92999268,\N
1930,8,1930,5,92.940002441,0,0,39.38999939,105.22000122,23.770000458,7.3899998665,38.590000153,144.61999512,\N
1930,9,1930,6,92.940002441,0,0,1.3999999762,163.22000122,21.579999924,10.979999542,1.3899999857,164.55000305,\N
1930,10,1930,7,92.940002441,0,0,0,180.97000122,17.549999237,12.510000229,0,180.91000366,\N
1930,11,1930,8,92.940002441,0,0,0,166.63000488,22.229999542,13.380000114,0,166.55999756,\N
1930,12,1930,9,92.940002441,0,0,2.4300000668,119.55999756,24.270000458,10.43999958,2.4300000668,121.97000122,\N
1931,1,1930,10,92.940002441,0,0,2.7899999619,98.690002441,27.049999237,8.4600000381,2.75,101.44000244,\N
1931,2,1930,11,95.949996948,0.1099999994,0,60.009998322,8.2600002289,20.479999542,6.7300000191,62.799999237,68.260002136,\N
1931,3,1930,12,93.019996643,0,0,4.7300000191,42.11000061,19.049999237,2.4300000668,1.9199999571,50.099998474,\N
1931,4,1931,1,136.86999512,20.5,4.7100000381,56.86000061,0,19.370000839,5.25,125.20999908,56.950000763,\N
1931,5,1931,2,142.91999817,22.479999542,4.4699997902,68.910003662,0,15.819999695,6.2800002098,101.04000092,68.959999084,\N
1931,6,1931,3,93.290000916,0,0,56.279998779,55.5,28.709999084,6.4600000381,6.5399999619,111.80999756,\N
1931,7,1931,4,93.150001526,0.0099999998,0,56.86000061,81.11000061,25.030000687,8.7399997711,56.080001831,137.88999939,\N
1931,8,1931,5,92.940002441,0,0,37.189998627,127.70999908,25.069999695,11.5,36.770000458,164.88999939,\N
1931,9,1931,6,92.940002441,0,0,1.2999999523,168.53999329,23.079999924,11.390000343,1.2999999523,169.86000061,\N
1931,10,1931,7,92.940002441,0,0,0.0299999993,192.83000183,18.299999237,14.600000381,0.0299999993,192.86999512,\N
1931,11,1931,8,92.940002441,0,0,6.0700001717,169.08000183,18.489999771,14.659999847,6.0500001907,175.08000183,\N
1931,12,1931,9,92.940002441,0,0,2.8499999046,127.40000153,27.209999084,11.020000458,2.8099999428,130.21000671,\N
1932,1,1931,10,92.940002441,0,0,5.3600001335,96.88999939,28.88999939,9.8800001144,5.25,102.16000366,\N
1932,2,1931,11,108.83000183,1.8500000238,0.0099999998,60.659999847,0.0099999998,22.819999695,5.3400001526,78.180000305,60.840000153,\N
1932,3,1931,12,161.61000061,59.25,103.83999634,47.11000061,0,15.220000267,4.3800001144,261.6000061,47.75,\N
1932,4,1932,1,163.17999268,27.010000229,0.3199999928,44.790000916,0,18.590000153,5.5,77.540000916,48.080001831,\N
1932,5,1932,2,166.3500061,61.479999542,52.310001373,61.509998322,0,18.450000763,7.3600001335,177.25999451,62.009998322,\N
1932,6,1932,3,108.62999725,0.150000006,0.0799999982,65.129997253,38.659999847,24.340000153,7.3000001907,7.1399998665,103.94999695,\N
1932,7,1932,4,94.5,0,0,32.150001526,94.050003052,23.5,6.0399999619,17.790000916,126.40000153,\N
1932,8,1932,5,92.940002441,0,0,6.1500000954,146.21000671,23.659999847,8.3500003815,4.5199999809,152.38999939,\N
1932,9,1932,6,92.940002441,0,0,1.8200000525,156.77000427,21.520000458,9.1899995804,1.7999999523,158.58000183,\N
1932,10,1932,7,92.940002441,0,0,0.1000000015,167.25,23.299999237,10.760000229,0.1000000015,167.3500061,\N
1932,11,1932,8,92.940002441,0,0,0.150000006,156.05000305,25.049999237,11.619999886,0.1400000006,156.13999939,\N
1932,12,1932,9,92.940002441,0,0,5.2100000381,119.06999969,23.870000839,11.81000042,5.1799998283,124.23999786,\N
1933,1,1932,10,92.940002441,0,0,3.8299999237,94.620002747,25.170000076,9.4499998093,3.7899999619,98.379997253,\N
1933,2,1932,11,92.940002441,0,0,1.8799999952,72.330001831,21.930000305,8.1400003433,1.8500000238,74.120002747,\N
1933,3,1932,12,93.209999084,0.0099999998,0,31.629999161,14.479999542,15.890000343,3.5699999332,32.900001526,47.580001831,\N
1933,4,1933,1,158.75,53.340000153,99.129997253,45.540000916,0,16.399999619,2.7999999523,270.75,49.25,\N
1933,5,1933,2,124.69000244,2.6600000858,0.8500000238,47.830001831,5,14.550000191,5.0500001907,15.359999657,58.240001678,\N
1933,6,1933,3,95.120002747,0.2800000012,0.1000000015,42.169998169,54.709999084,24.700000763,6.3699998856,12.520000458,97.760002136,\N
1933,7,1933,4,92.980003357,0,0,15.729999542,104.25,23.209999084,6.3600001335,13.520000458,120.55999756,\N
1933,8,1933,5,92.940002441,0,0,10.029999733,131.13999939,22.170000076,6.3099999428,9.9200000763,141.6000061,\N
1933,9,1933,6,92.940002441,0,0,20.870000839,131.8500061,19.100000381,8.8599996567,20.930000305,152.72999573,\N
1933,10,1933,7,92.940002441,0,0,0.0099999998,171,20.63999939,11.550000191,0.0099999998,171.00999451,\N
1933,11,1933,8,92.940002441,0,0,0.8999999762,157.16999817,23.829999924,12.319999695,0.8999999762,158.02000427,\N
1933,12,1933,9,92.940002441,0,0,0.2800000012,115.01000214,22.450000763,9.4899997711,0.2800000012,115.25,\N
1934,1,1933,10,92.940002441,0,0,16.469999313,84.050003052,25.120000839,10.789999962,16.379999161,100.41000366,\N
1934,2,1933,11,92.940002441,0,0,2.6400001049,67.739997864,20.629999161,6.5999999046,2.5999999046,70.309997559,\N
1934,3,1933,12,149.41000366,35.380001068,37.400001526,51.080001831,0,17.420000076,4.9800000191,178.74000549,51.299999237,\N
1934,4,1934,1,150.83999634,33.599998474,25.409999847,57.38999939,0,17.040000916,2.5599999428,115.70999908,57.479999542,\N
1934,5,1934,2,152.96000671,25.090000153,3.5599999428,67.239997864,0,15.630000114,2.0299999714,97.209999084,67.330001831,\N
1934,6,1934,3,95.75,0,0,59.459999084,54.020000458,25.909999847,5.0900001526,2.2300000191,113.40000153,\N
1934,7,1934,4,92.959999084,0,0,3.4100000858,131.27000427,23.25,8.6300001144,0.6000000238,134.61999512,\N
1934,8,1934,5,92.940002441,0,0,3.0599999428,159.66999817,21.540000916,9.8400001526,3.0299999714,162.74000549,\N
1934,9,1934,6,92.940002441,0,0,16.049999237,137.05999756,21.950000763,9.6499996185,16.049999237,153.27999878,\N
1934,10,1934,7,92.940002441,0,0,0.0099999998,177.3999939,19.190000534,12.340000153,0.0099999998,177.44999695,\N
1934,11,1934,8,92.940002441,0,0,0.1000000015,161.17999268,19.979999542,12.739999771,0.1000000015,161.25999451,\N
1934,12,1934,9,92.940002441,0,0,2.0299999714,127.51000214,26.530000687,11.399999619,2,129.52000427,\N
1935,1,1934,10,94.309997559,0.0299999993,0,65.949996948,32.900001526,25.809999466,9.9099998474,66.690002441,98.790000916,\N
1935,2,1934,11,106.58000183,0.4699999988,0,66.61000061,0,23.770000458,7.8099999428,79.260002136,66.599998474,\N
1935,3,1934,12,135.30000305,19.840000153,7.9499998093,53.540000916,0,18.159999847,6.2399997711,109.18000031,53.680000305,\N
1935,4,1935,1,151.36999512,35.900001526,17.770000458,52.880001068,0,17.680000305,4.9699997902,122.37000275,53.38999939,\N
1935,5,1935,2,129.53999329,0.1800000072,0,65.400001526,0.6299999952,19.379999161,7.1900000572,43.75,66.199996948,\N
1935,6,1935,3,137.00999451,4.4200000763,0.1000000015,83.080001831,0.1099999994,25.129999161,9.2600002289,96.38999939,85.330001831,\N
1935,7,1935,4,113.73000336,0.6800000072,0,114.41000366,9.1599998474,23.450000763,7.5100002289,91.300003052,123.69000244,\N
1935,8,1935,5,92.940002441,0,0,22.180000305,123.23000336,22.100000381,7.8899998665,1.3799999952,145.49000549,\N
1935,9,1935,6,92.940002441,0,0,0,156.21000671,19.069999695,10.010000229,0,156.19000244,\N
1935,10,1935,7,92.940002441,0,0,0.8000000119,168.74000549,22.059999466,10.649999619,0.7900000215,169.58000183,\N
1935,11,1935,8,92.940002441,0,0,7.2100000381,156.86000061,19.670000076,12.960000038,7.2100000381,163.99000549,\N
1935,12,1935,9,92.940002441,0,0,1.5800000429,125.45999908,24.670000076,12.180000305,1.5499999523,127,\N
1936,1,1935,10,92.940002441,0,0,15.149999619,82.269996643,26.569999695,8.9899997711,15.050000191,97.38999939,\N
1936,2,1935,11,92.959999084,0,0,33.130001068,28.440000534,20.239999771,4.8099999428,33.209999084,61.810001373,\N
1936,3,1935,12,93.819999695,0,0,41.61000061,10.489999771,18.290000916,4.9600000381,42.380001068,52.310001373,\N
1936,4,1936,1,93.150001526,0,0,28.260000229,28.649999619,18.190000534,4.6799998283,27.170000076,56.959999084,\N
1936,5,1936,2,160.74000549,57.459999084,114.93000031,62.11000061,0,16.569999695,5.9400000572,299.42999268,62.529998779,\N
1936,6,1936,3,123.48000336,0.4099999964,0.2700000107,93.069999695,6.1700000763,27.260000229,3.7999999523,55.330001831,99.269996643,\N
1936,7,1936,4,94.36000061,0,0,51.080001831,73,23.959999084,7.3299999237,21.75,124.08999634,\N
1936,8,1936,5,92.949996948,0,0,2.5899999142,154.3999939,25.090000153,9.0100002289,1.1599999666,157.02999878,\N
1936,9,1936,6,92.940002441,0,0,1.2100000381,166.63000488,19.38999939,10.710000038,1.2000000477,167.8500061,\N
1936,10,1936,7,92.940002441,0,0,0.5299999714,183.8999939,15.18999958,13.25,0.5299999714,184.47999573,\N
1936,11,1936,8,92.940002441,0,0,6.7100000381,157.69999695,24.180000305,13.039999962,6.6700000763,164.36000061,\N
1936,12,1936,9,92.940002441,0,0,0.9300000072,126.08999634,25.840000153,11.010000229,0.9300000072,127.01999664,\N
1937,1,1936,10,93.059997559,0,0,59.779998779,41.259998322,26.620000839,10.340000153,59.540000916,100.98000336,\N
1937,2,1936,11,92.940002441,0,0,4.5300002098,66.599998474,22.75,6.7800002098,4.3200001717,71.069999695,\N
1937,3,1936,12,155.72000122,46.340000153,65.489997864,50.849998474,0,17.719999313,4.7199997902,223.77000427,51.279998779,\N
1937,4,1937,1,160.66999817,40.779998779,9.7299995422,27.440000534,0,15.840000153,5.4899997711,96.400001526,39.939998627,\N
1937,5,1937,2,166.86999512,73.220001221,79.940002441,57.270000458,0,18.459999084,5.9499998093,213.05000305,58.619998932,\N
1937,6,1937,3,167.24000549,40.830001831,14.149999619,92.569999695,0,25.399999619,6.5599999428,144.88000488,93.459999084,\N
1937,7,1937,4,104.40000153,0.1099999994,0.0299999993,68.669998169,54.439998627,24.350000381,5.7399997711,5.6300001144,123.29000092,\N
1937,8,1937,5,93.239997864,0,0,16.690000534,135.77000427,24.100000381,9.0399999619,5.4200000763,152.5,\N
1937,9,1937,6,92.940002441,0,0,0.4099999964,163.16000366,20.700000763,10.340000153,0.1099999994,163.6000061,\N
1937,10,1937,7,92.940002441,0,0,0.0199999996,176.6499939,18.36000061,12.619999886,0.0199999996,176.69999695,\N
1937,11,1937,8,92.940002441,0,0,0,161.1499939,20.270000458,12.710000038,0,161.11000061,\N
1937,12,1937,9,92.940002441,0,0,0.8600000143,127.91000366,25.870000839,11.710000038,0.8399999738,128.69000244,\N
1938,1,1937,10,92.940002441,0,0,3.8299999237,96.580001831,25.809999466,9.6099996567,3.7999999523,100.31999969,\N
1938,2,1937,11,92.940002441,0,0,5.5799999237,60.130001068,21.280000687,6.8600001335,5.4899997711,65.669998169,\N
1938,3,1937,12,136.22000122,22.930000305,11.779999733,55.759998322,0,19.63999939,6.4600000381,132.16000366,55.759998322,\N
1938,4,1938,1,137.25,11.779999733,0.0900000036,58.159999847,0,15.279999733,0.3199999928,70.730003357,58.229999542,\N
1938,5,1938,2,162.30999756,63.939998627,112.11000061,62.189998627,0,11.340000153,4.0500001907,261.91000366,62.619998932,\N
1938,6,1938,3,167.25999451,75.129997253,100.98999786,91.220001221,0,24.270000458,5.0999999046,270.01998901,91.900001526,\N
1938,7,1938,4,111.36000061,0.200000003,0.1599999964,92.849998474,31.409999847,23.510000229,6.8000001907,36.459999084,124.34999847,\N
1938,8,1938,5,93.730003357,0,0,19.780000687,130,21.280000687,8.4399995804,2.1300001144,149.80999756,\N
1938,9,1938,6,92.940002441,0,0,1.3999999762,152.57000732,20.020000458,10.140000343,0.6100000143,154.02999878,\N
1938,10,1938,7,92.940002441,0,0,0.0599999987,169.05000305,17.329999924,11.380000114,0.0599999987,169.16000366,\N
1938,11,1938,8,92.940002441,0,0,0.1599999964,163.66000366,21.540000916,12.859999657,0.1599999964,163.77999878,\N
1938,12,1938,9,92.940002441,0,0,8.5399999619,123.08999634,26.840000153,11.989999771,8.5399999619,131.57000732,\N
1939,1,1938,10,92.940002441,0,0,4.8099999428,91.970001221,26.590000153,8.6099996567,4.8000001907,96.75,\N
1939,2,1938,11,92.940002441,0,0,3.5399999619,59.479999542,21.030000687,4.1599998474,3.5599999428,63.590000153,\N
1939,3,1938,12,144.27999878,24.520000458,5.3000001907,56.290000916,0,19.809999466,6.7399997711,137.11999512,56.290000916,\N
1939,4,1939,1,152.5,20.709999084,0.3700000048,52.939998627,0,16.190000534,5.6799998283,82.669998169,53.409999847,\N
1939,5,1939,2,138.25,0.2700000107,0,50.169998169,0.1299999952,19.260000229,5.6500000954,39.720001221,55.75,\N
1939,6,1939,3,119.66000366,0.5099999905,0,86.86000061,4.9899997711,24.61000061,5.4299998283,68.480003357,92.25,\N
1939,7,1939,4,92.949996948,0,0,35.240001678,94.410003662,26.469999313,7.8800001144,8.4200000763,129.63000488,\N
1939,8,1939,5,92.940002441,0,0,4.5599999428,143.16999817,22.920000076,8.1199998856,4.4499998093,147.77999878,\N
1939,9,1939,6,92.940002441,0,0,0.0599999987,156.22000122,20.850000381,9.220000267,0.0599999987,156.28999329,\N
1939,10,1939,7,92.940002441,0,0,0.0099999998,170.27000427,16.319999695,11.409999847,0.0099999998,170.30999756,\N
1939,11,1939,8,92.940002441,0,0,0.0799999982,162.8500061,23.100000381,12.789999962,0.0799999982,162.88999939,\N
1939,12,1939,9,92.940002441,0,0,54.560001373,84.61000061,28.780000687,13.430000305,54.38999939,139.16999817,\N
1940,1,1939,10,92.940002441,0,0,10.010000229,93.660003662,26.340000153,9.220000267,9.9399995804,103.62000275,\N
1940,2,1939,11,92.940002441,0,0,12.579999924,57.720001221,20.719999313,7.2600002289,12.569999695,70.239997864,\N
1940,3,1939,12,93.099998474,0,0,38.799999237,18.270000458,20.719999313,6.4699997902,38.619998932,57.060001373,\N
1940,4,1940,1,145.3999939,29.540000916,16.399999619,57.939998627,0,15.329999924,4.4800000191,154.97000122,57.939998627,\N
1940,5,1940,2,157.36000061,42.419998169,25.069999695,65.580001831,0,16.780000687,2.2000000477,144.05000305,65.760002136,\N
1940,6,1940,3,108.55000305,0,0,83.209999084,20.38999939,24.600000381,5.5700001717,34.290000916,103.66999817,\N
1940,7,1940,4,93.120002747,0,0,59.13999939,74.11000061,24.799999237,8.4099998474,43.340000153,133.25,\N
1940,8,1940,5,92.940002441,0,0,1.6499999762,156.17999268,22.569999695,9.6400003433,1.4400000572,157.83000183,\N
1940,9,1940,6,92.940002441,0,0,0.2700000107,160.1499939,21.659999847,10.859999657,0.2700000107,160.42999268,\N
1940,10,1940,7,92.940002441,0,0,0,169.8500061,16.319999695,11.279999733,0,169.88000488,\N
1940,11,1940,8,92.940002441,0,0,0,157.02999878,21.36000061,11.949999809,0,156.99000549,\N
1940,12,1940,9,92.940002441,0,0,0.400000006,126.31999969,25.670000076,11.06000042,0.3899999857,126.73999786,\N
1941,1,1940,10,92.940002441,0,0,25.040000916,77.63999939,25.129999161,10.350000381,24.940000534,102.61000061,\N
1941,2,1940,11,92.940002441,0,0,8.8999996185,57.479999542,22.379999161,6.3299999237,8.8599996567,66.449996948,\N
1941,3,1940,12,159.55999756,49.970001221,54.5,56.919998169,0,19.299999237,7.8000001907,226.57000732,56.919998169,\N
1941,4,1941,1,166.77000427,70.419998169,59.930000305,57.310001373,0,17.170000076,7.5999999046,193.77000427,57.38999939,\N
1941,5,1941,2,167.83000183,84.540000916,127.33000183,68.319999695,0,17.129999161,6.6900000572,278.42001343,68.349998474,\N
1941,6,1941,3,167.91000366,85.019996643,97.879997253,103.76000214,0,24.020000458,7.6599998474,284.64001465,103.80999756,\N
1941,7,1941,4,157.38999939,7.2300000191,0.6700000167,121.79000092,0.1299999952,23.299999237,7.9499998093,118.43000031,122.05000305,\N
1941,8,1941,5,97.849998474,0,0,61.720001221,105.05000305,22.729999542,10.680000305,2.1600000858,166.82000732,\N
1941,9,1941,6,93.069999695,0,0,4.8600001335,153.88000488,18.049999237,10.180000305,0.0799999982,158.77999878,\N
1941,10,1941,7,92.949996948,0,0,0.4399999976,169.88000488,19.229999542,12,0.3199999928,170.30999756,\N
1941,11,1941,8,92.940002441,0,0,0.3700000048,157.63999939,22.129999161,12.279999733,0.3700000048,158,\N
1941,12,1941,9,92.940002441,0,0,0,122.05999756,24.040000916,10.710000038,0,122.05999756,\N
1942,1,1941,10,92.940002441,0,0,28.090000153,69.540000916,25.129999161,9.2600002289,28.049999237,97.599998474,\N
1942,2,1941,11,92.940002441,0,0,14.300000191,55.020000458,24.270000458,7.5799999237,14.170000076,69.290000916,\N
1942,3,1941,12,151.63999939,38.090000153,27.579999924,52.61000061,0,16.469999313,7.1999998093,175.96000671,52.779998779,\N
1942,4,1942,1,129.6000061,0.5,0,55.560001373,0.7699999809,16.930000305,7.1799998283,33.909999847,56.490001678,\N
1942,5,1942,2,108.41999817,0,0,46.939998627,12.140000343,17.120000839,8.6300001144,26.370000839,60.439998627,\N
1942,6,1942,3,95.099998474,0,0,59.310001373,35.029998779,25.299999237,8.5399999619,46.459999084,95.370002747,\N
1942,7,1942,4,95.019996643,0.200000003,0,93.230003357,30.600000381,23.780000687,8.1800003052,92.650001526,123.88999939,\N
1942,8,1942,5,92.940002441,0,0,4.0599999428,144.17999268,22.069999695,7.5,1.9800000191,148.30999756,\N
1942,9,1942,6,92.940002441,0,0,0,155.13999939,18.479999542,9.7100000381,0,155.13999939,\N
1942,10,1942,7,92.940002441,0,0,0,175.78999329,18.409999847,12.43999958,0,175.77999878,\N
1942,11,1942,8,92.940002441,0,0,1.9099999666,155.32000732,21.370000839,12.520000458,1.8999999762,157.16000366,\N
1942,12,1942,9,92.940002441,0,0,0.7799999714,120.33000183,24.100000381,10.25,0.7599999905,121.08999634,\N
1943,1,1942,10,92.940002441,0,0,24.549999237,76.400001526,24.629999161,10.470000267,24.489999771,100.87999725,\N
1943,2,1942,11,92.940002441,0,0,14.470000267,53.310001373,21.5,7.2199997902,14.430000305,67.75,\N
1943,3,1942,12,94.870002747,0,0,43.709999084,8.779999733,18.530000687,5.0399999619,45.569999695,52.720001221,\N
1943,4,1943,1,165.02999878,67.800003052,165.17999268,54.450000763,0,16.510000229,5.7399997711,354.16000366,54.740001678,\N
1943,5,1943,2,164.38999939,20.920000076,4.1500000954,67,0,17.86000061,3.9300000668,90.230003357,67.190002441,\N
1943,6,1943,3,160.11000061,11.460000038,0.1400000006,100.80999756,0,25.13999939,4.4699997902,107.26999664,100.87999725,\N
1943,7,1943,4,103.16000366,0,0,80.540000916,47.86000061,23.100000381,8.2700004578,23.540000916,128.38000488,\N
1943,8,1943,5,93.029998779,0,0,11.380000114,145.38000488,23.430000305,9.0200004578,1.2200000286,156.75,\N
1943,9,1943,6,92.940002441,0,0,0.1599999964,156.77000427,20.020000458,8.9099998474,0.0700000003,156.97999573,\N
1943,10,1943,7,92.940002441,0,0,0,171.66999817,18.760000229,11.300000191,0,171.71000671,\N
1943,11,1943,8,92.940002441,0,0,0,156.97999573,22.629999161,11.659999847,0,156.94000244,\N
1943,12,1943,9,92.940002441,0,0,1.2200000286,125.94000244,25.780000687,11.109999657,1.2000000477,127.09999847,\N
1944,1,1943,10,92.940002441,0,0,15.069999695,83.519996643,25.399999619,9.9099998474,15.06000042,98.5,\N
1944,2,1943,11,92.940002441,0,0,5.1500000954,63.049999237,22.659999847,6.3299999237,5.1500000954,68.239997864,\N
1944,3,1943,12,148.86000061,30.870000839,14.460000038,52.520000458,0,17.059999466,6.5799999237,153.33999634,52.75,\N
1944,4,1944,1,139.66999817,1.2999999523,0,53.88999939,0.0099999998,18.829999924,4.8200001717,45.990001678,54.259998322,\N
1944,5,1944,2,164.3999939,67.029998779,93.239997864,58.919998169,0,17.440000534,5.9499998093,243.30999756,59.779998779,\N
1944,6,1944,3,122.62000275,0.3000000119,0.0500000007,88.440002441,10.739999771,22.809999466,7.9800000191,46.5,99.519996643,\N
1944,7,1944,4,97.980003357,0,0,59.220001221,60.779998779,22.38999939,6.0900001526,34.590000153,120.25,\N
1944,8,1944,5,92.949996948,0,0,6.8699998856,140.41999817,21.600000381,8.6300001144,1.8200000525,147.30999756,\N
1944,9,1944,6,92.940002441,0,0,0.6800000072,152.5,19.260000229,9.5900001526,0.6600000262,153.27000427,\N
1944,10,1944,7,92.940002441,0,0,0,161.96000671,17.670000076,10.649999619,0,162.03999329,\N
1944,11,1944,8,92.940002441,0,0,0,156.41000366,18.260000229,11.010000229,0,156.30000305,\N
1944,12,1944,9,92.940002441,0,0,0.7799999714,124.80000305,24.489999771,11.729999542,0.7699999809,125.54000092,\N
1945,1,1944,10,92.940002441,0,0,1.8200000525,95.63999939,25.850000381,10.050000191,1.7999999523,97.38999939,\N
1945,2,1944,11,129.16000366,15.479999542,4.8400001526,63.009998322,0,20.069999695,7.1199998856,118.5,63.099998474,\N
1945,3,1944,12,111.08000183,0,0,53.270000458,0.4699999988,18.940000534,5.5999999046,35.169998169,53.869998932,\N
1945,4,1945,1,95.470001221,0,0,30.399999619,23.290000916,15.409999847,4.7600002289,14.699999809,54.259998322,\N
1945,5,1945,2,137.58999634,25.340000153,14.300000191,64.690002441,0,17.13999939,4.6300001144,145.27000427,64.930000305,\N
1945,6,1945,3,142.22999573,19.450000763,0.6999999881,88.830001831,0,24.620000839,5.7199997902,113.98999786,89.86000061,\N
1945,7,1945,4,93,0,0,51.650001526,68.330001831,22.700000763,6.2199997902,2.4100000858,120,\N
1945,8,1945,5,92.940002441,0,0,2.3399999142,145.72000122,21.440000534,8.6300001144,2.2599999905,148.11000061,\N
1945,9,1945,6,92.940002441,0,0,0.9499999881,154.30999756,19.049999237,10.380000114,0.9599999785,155.28999329,\N
1945,10,1945,7,92.940002441,0,0,0,175.94000244,19.329999924,13.170000076,0,175.96000671,\N
1945,11,1945,8,92.940002441,0,0,1.4900000095,161.1000061,20.309999466,12.800000191,1.4800000191,162.50999451,\N
1945,12,1945,9,92.940002441,0,0,1.9400000572,128.55999756,25.920000076,12.420000076,1.8999999762,130.44000244,\N
1946,1,1945,10,92.940002441,0,0,25.969999313,73.949996948,26.219999313,11.010000229,25.709999084,99.830001831,\N
1946,2,1945,11,92.940002441,0,0,15.579999924,49.840000153,20.319999695,6.6999998093,15.550000191,65.480003357,\N
1946,3,1945,12,148.86000061,34.709999084,35.159999847,52.340000153,0,17.239999771,6.1999998093,176.32000732,52.529998779,\N
1946,4,1946,1,115.23000336,0.0099999998,0,47.459999084,4.9400000572,17.440000534,4.2699999809,14.100000381,53.520000458,\N
1946,5,1946,2,108.36000061,0.5400000215,0,50.619998932,6.5100002289,17.629999161,5.8699998856,45.659999847,59.349998474,\N
1946,6,1946,3,130.1000061,19.239999771,15.640000343,95.309997559,0.4600000083,25.530000687,4.6999998093,150.47000122,96.169998169,\N
1946,7,1946,4,93.080001831,0,0,44.020000458,84.040000916,22.930000305,7.7899999619,6.9600000381,128.05999756,\N
